Optimization,Result
-always-inline -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -always-inline -codegenprepare -constmerge -globaldce -gvn, secure
-adce -always-inline -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -globaldce -gvn, secure
-argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-adce -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-always-inline -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -globaldce -gvn, secure
-break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-adce -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globaldce -gvn, secure
-dce -globaldce -gvn, secure
-scev-aa -dce -globaldce -gvn, secure
-adce -dce -globaldce -gvn, secure
-scev-aa -adce -dce -globaldce -gvn, secure
-always-inline -dce -globaldce -gvn, secure
-scev-aa -always-inline -dce -globaldce -gvn, secure
-adce -always-inline -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -dce -globaldce -gvn, secure
-argpromotion -dce -globaldce -gvn, secure
-scev-aa -argpromotion -dce -globaldce -gvn, secure
-adce -argpromotion -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -dce -globaldce -gvn, secure
-always-inline -argpromotion -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -dce -globaldce -gvn, secure
-break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -break-crit-edges -dce -globaldce -gvn, secure
-adce -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -dce -globaldce -gvn, secure
-always-inline -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -dce -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -globaldce -gvn, secure
-argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -globaldce -gvn, secure
-codegenprepare -dce -globaldce -gvn, secure
-scev-aa -codegenprepare -dce -globaldce -gvn, secure
-adce -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -codegenprepare -dce -globaldce -gvn, secure
-always-inline -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -always-inline -codegenprepare -dce -globaldce -gvn, secure
-adce -always-inline -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -dce -globaldce -gvn, secure
-argpromotion -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-adce -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-always-inline -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -globaldce -gvn, secure
-break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-adce -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-always-inline -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globaldce -gvn, secure
-constmerge -dce -globaldce -gvn, secure
-scev-aa -constmerge -dce -globaldce -gvn, secure
-adce -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -constmerge -dce -globaldce -gvn, secure
-always-inline -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -constmerge -dce -globaldce -gvn, secure
-argpromotion -constmerge -dce -globaldce -gvn, secure
-scev-aa -argpromotion -constmerge -dce -globaldce -gvn, secure
-adce -argpromotion -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -constmerge -dce -globaldce -gvn, secure
-always-inline -argpromotion -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -globaldce -gvn, secure
-break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-adce -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-always-inline -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globaldce -gvn, secure
-codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -codegenprepare -constmerge -dce -globaldce -gvn, secure
-always-inline -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -globaldce -gvn, secure
-argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globaldce -gvn, secure
-break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globaldce -gvn, secure
-deadargelim -globaldce -gvn, secure
-scev-aa -deadargelim -globaldce -gvn, secure
-adce -deadargelim -globaldce -gvn, secure
-scev-aa -adce -deadargelim -globaldce -gvn, secure
-always-inline -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -deadargelim -globaldce -gvn, secure
-adce -always-inline -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -deadargelim -globaldce -gvn, secure
-argpromotion -deadargelim -globaldce -gvn, secure
-scev-aa -argpromotion -deadargelim -globaldce -gvn, secure
-adce -argpromotion -deadargelim -globaldce -gvn, secure
-scev-aa -adce -argpromotion -deadargelim -globaldce -gvn, secure
-always-inline -argpromotion -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -deadargelim -globaldce -gvn, secure
-adce -always-inline -argpromotion -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -deadargelim -globaldce -gvn, secure
-break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -break-crit-edges -deadargelim -globaldce -gvn, secure
-adce -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -deadargelim -globaldce -gvn, secure
-always-inline -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -deadargelim -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -deadargelim -globaldce -gvn, secure
-argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -deadargelim -globaldce -gvn, secure
-codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -codegenprepare -deadargelim -globaldce -gvn, secure
-always-inline -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -always-inline -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -deadargelim -globaldce -gvn, secure
-argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-always-inline -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -deadargelim -globaldce -gvn, secure
-break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-always-inline -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globaldce -gvn, secure
